정책ID,정책서비스ID,서비스명,태그-신청절차,태그-지원유형,태그-지역(시도),태그-지역(시군구),태그-기업규모,태그-업종(대분류),태그-업력(시작),태그-업력(종료)
241,SD0000002709,중소기업 해외규격인증 획득 지원,온라인,"현금,현물",전국,전체,중소기업,무관,0.0,0.0
242,SD0000002720,대체산업 창업지원 융자,복합,"현금,현물",전국,전체,무관,광업/제조업,0.0,0.0
243,SD0000002892,레저 장비산업 개발 지원,온라인,"현금,현물",전국,전체,중소기업,무관,0.0,0.0
244,SD0000002951,농업재해보험 보험료 지원,오프라인,"현금,현물",전국,전체,무관,"농업, 임업 및 어업",0.0,0.0
245,SD0000003276,고용창출장려금지원,복합,"현금,현물",전국,전체,중소기업/중견기업/대기업/소상공인,"부동산업/사업시설 관리, 사업 지원 및 임대 서비스업",0.0,0.0
246,SD0000003418,고용유지 지원금 지원,복합,"현금,현물",전국,전체,중소기업/중견기업/대기업/소상공인,무관,0.0,0.0
247,SD0000003485,"농업종합자금 지원 (원예, 축산, 가공사업 등)",오프라인,"현금,현물",전국,전체,중소기업,"농업, 임업 및 어업/제조업/건설업/도매 및 소매업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
248,SD0000003627,산업집적지 경쟁력 강화 지원,오프라인,"현금,현물",전국,전체,중소기업/대기업,무관,0.0,0.0
249,SD0000003857,고용촉진장려금 지원,복합,"현금,현물",전국,전체,무관,무관,0.0,0.0
251,SD0000004048,시설투자 중소기업 융자 지원,온라인,"현금,현물",전국,전체,중소기업,"수도, 하수 및 폐기물 처리, 원료 재생업/전문, 과학 및 기술 서비스업",0.0,0.0
252,SD0000004060,특정 물질 사용업체 시설 대체 융자 지원,오프라인,"현금,현물",전국,전체,중견기업,무관,0.0,0.0
253,SD0000004139,기업 맞춤형 수출 지원,온라인,"현금,현물",전국,전체,중소기업/중견기업,교육 서비스업,0.0,0.0
255,SD0000005486,방산 중소기업 컨설팅 지원 사업,복합,"현금,현물/민원,상담,법률",전국,전체,중소기업,"전문, 과학 및 기술 서비스업/공공 행정, 국방 및 사회보장 행정",0.0,0.0
256,SD0000007418,여성기업 인력지원,복합,복지,전국,전체,무관,"사업시설 관리, 사업 지원 및 임대 서비스업",0.0,0.0
257,SD0000007468,지능형로봇 보급 및 확산,오프라인,"현금,현물",전국,전체,무관,무관,0.0,0.0
258,SD0000007964,영세 및 중소기업 디도스 사이버대피소 제공,온라인,기타,전국,전체,중소기업,무관,0.0,0.0
259,SD0000009104,중소기업 개발기술 사업화자금 지원,온라인,"현금,현물",전국,전체,무관,"건설업/전문, 과학 및 기술 서비스업",0.0,0.0
260,SD0000009367,해외 플랜트 시장개척 지원,복합,"현금,현물",전국,전체,중소기업/중견기업,무관,0.0,0.0
261,SD0000009385,농축산 경영자금 지원,오프라인,"현금,현물",전국,전체,무관,"농업, 임업 및 어업",0.0,0.0
262,SD0000009435,엔젤 및 벤처캐피탈 투자 활성화 지원,온라인,기타,전국,전체,중소기업,교육 서비스업,0.0,0.0
263,SD0000009653,중소기업 연수 실시,복합,"현금,현물",전국,전체,중소기업,무관,0.0,0.0
264,SD0000009908,중소기업 해외산업협력 지원,오프라인,기타,전국,전체,중소기업,"전문, 과학 및 기술 서비스업",0.0,0.0
265,SD0000010096,과수고품질시설현대화,오프라인,"현금,현물",전국,전체,무관,"농업, 임업 및 어업",0.0,0.0
266,SD0000010098,시설원예 현대화,오프라인,"현금,현물",전국,전체,무관,"농업, 임업 및 어업/전기, 가스, 증기 및 공기 조절 공급업",0.0,0.0
267,SD0000010100,과원규모화,오프라인,"현금,현물",전국,전체,무관,"농업, 임업 및 어업/건설업",0.0,0.0
268,SD0000010429,벤처기업 일자리 지원,온라인,복지,전국,전체,무관,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0,0.0
269,SD0000010605,농업경영회생자금 지원,오프라인,"현금,현물",전국,전체,무관,"농업, 임업 및 어업",0.0,0.0
270,SD0000010647,일시적 경영애로 및 재해 피해기업 융자 지원,온라인,"현금,현물",전국,전체,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",0.0,0.0
271,SD0000010823,산림사업 종합자금 지원,오프라인,"현금,현물",전국,전체,무관,"농업, 임업 및 어업/제조업",0.0,0.0
272,SD0000010824,산림작물 생산 기반 조성 사업 지원,오프라인,"현금,현물",전국,전체,무관,"농업, 임업 및 어업/전기, 가스, 증기 및 공기 조절 공급업",0.0,0.0
273,SD0000010825,임산물 유통 사업 지원,오프라인,"현금,현물",전국,전체,무관,"농업, 임업 및 어업/제조업",0.0,0.0
274,SD0000010879,수출바우처 지원(중소벤처기업부),온라인,복지,전국,전체,중소기업,교육 서비스업,0.0,0.0
275,SD0000010880,중소기업 수출 인큐베이터 입주 지원,복합,"현금,현물/민원,상담,법률",전국,전체,중소기업,"공공 행정, 국방 및 사회보장 행정",0.0,0.0
276,SD0000010902,창업기업 지원자금 지원,온라인,"현금,현물",전국,전체,중소기업,"전문, 과학 및 기술 서비스업",0.0,84.0
277,SD0000010903,중소기업 투융자복합 금융자금 지원,복합,"현금,현물",전국,전체,무관,"전문, 과학 및 기술 서비스업",0.0,0.0
278,SD0000011371,굴뚝 원격 감시체계 구축 지원,오프라인,"현금,현물",전국,전체,중소기업,무관,0.0,0.0
279,SD0000011372,저녹스 버너 설치 지원,오프라인,"현금,현물",전국,전체,중소기업,무관,0.0,0.0
280,SD0000011440,중소기업 정책자금 성과 향상 지원,복합,복지,전국,전체,중소기업,교육 서비스업,0.0,36.0
281,SD0000011848,청년내일채움공제,온라인,"현금,현물",전국,전체,중소기업,교육 서비스업,0.0,12.0
282,SD0000012329,농기계 임대 서비스,복합,"현금,현물",전국,전체,무관,"농업, 임업 및 어업",0.0,0.0
283,SD0000012616,기술혁신 중소기업 기술개발 지원,복합,기타,전국,전체,중소기업/중견기업,"전문, 과학 및 기술 서비스업",0.0,0.0
284,SD0000012622,산학연협력 기술개발 지원,온라인,복지,전국,전체,중소기업,"전문, 과학 및 기술 서비스업",0.0,0.0
285,SD0000012636,중소기업을 위한 대학·연구기관 연구 장비 공동활용 지원,온라인,복지,전국,전체,중소기업,"전문, 과학 및 기술 서비스업",0.0,0.0
286,SD0000012704,중소기업자간 경쟁제품 및 공사용자재 직접구매,온라인,기타,전국,전체,중소기업,"전기, 가스, 증기 및 공기 조절 공급업/건설업",0.0,0.0
288,SD0000015573,FTA 전문인력 양성을 위한 교육 제공,복합,기타,전국,전체,무관,교육 서비스업,0.0,0.0
289,SD0000015802,고추비가림 재배시설 지원,오프라인,"현금,현물",전국,전체,무관,"농업, 임업 및 어업",0.0,0.0
290,SD0000016528,"소상공인, 중소기업, 중견기업, 대기업등 무역 보험 지원",복합,"현금,현물",전국,전체,중소기업/중견기업/대기업/소상공인,무관,0.0,0.0
291,SD0000016529,신재생에너지금융지원,온라인,"현금,현물",전국,전체,중소기업/중견기업,"전문, 과학 및 기술 서비스업",0.0,0.0
292,SD0000018900,중소기업 공공구매 종합 정보 제공,온라인,기타,전국,전체,중소기업,"전문, 과학 및 기술 서비스업",0.0,0.0
293,SD0000018904,소기업·소상공인 신용보증 지원,오프라인,"현금,현물",전국,전체,중소기업/소상공인,부동산업,0.0,0.0
294,SD0000018905,중소기업 구매조건부 신제품 기술개발 지원,온라인,"현금,현물",전국,전체,중소기업/대기업,"전문, 과학 및 기술 서비스업",0.0,0.0
295,SD0000018906,대·중소기업 동반성장 생태계 구축,복합,"현금,현물/민원,상담,법률",전국,전체,중소기업,무관,0.0,0.0
296,SD0000020007,양식어업재해보험 보험료 지원,오프라인,"현금,현물",전국,전체,무관,"농업, 임업 및 어업/도매 및 소매업",0.0,0.0
298,WII000000850,여성기업 판로지원,온라인,기타,전국,전체,무관,무관,0.0,0.0
300,WII000000870,장애인기업 창업보육센터 운영,오프라인,복지,전국,전체,무관,무관,0.0,36.0
302,WII000000900,사회 취약계층 실내환경 진단 개선 사업,오프라인,"현금,현물",전국,전체,무관,건설업/보건업 및 사회복지 서비스업,0.0,0.0
303,WII000000950,60세 이상 고령자 고용 지원,복합,"현금,현물",전국,전체,무관,무관,0.0,0.0
306,435000000492,조사료 생산 기반 확충 지원,오프라인,"현금,현물/정보제공",강원도,양양군,무관,"농업, 임업 및 어업",0.0,0.0
307,435000000498,지능형 축산시설 도입 지원(축산 스마트팜),오프라인,"현금,현물",강원도,양양군,무관,"농업, 임업 및 어업",0.0,0.0
308,435000000515,청정양돈 경영 선진화 지원,오프라인,"현금,현물",강원도,양양군,무관,"농업, 임업 및 어업",0.0,0.0
309,435000000516,축사시설 현대화 지원,오프라인,"현금,현물",강원도,양양군,무관,"농업, 임업 및 어업",0.0,0.0
311,430000000583,내수면어업 기자재 지원,오프라인,"현금,현물",강원도,철원군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
313,419000000298,깨끗한 축산농장 조성,오프라인,"현금,현물",강원도,원주시,무관,"농업, 임업 및 어업",0.0,0.0
314,611000003345,대체초지조성비 감면,오프라인,"현금,현물",강원도,원주시,중소기업/소상공인,"농업, 임업 및 어업/수도, 하수 및 폐기물 처리, 원료 재생업/건설업/전문, 과학 및 기술 서비스업/사업시설 관리, 사업 지원 및 임대 서비스업/공공 행정, 국방 및 사회보장 행정/교육 서비스업",0.0,0.0
315,642000000781,강원양봉브랜드 허니원 활성화 지원,오프라인,"현금,현물/정보제공/복지/교육,용역",강원도,전체,중소기업/소상공인,"전문, 과학 및 기술 서비스업",0.0,0.0
316,430000000455,유망 예비 농업인 및 우수 농업경영인 대상 창업 자금 등 융자 지원(후계농업경영인 육성),오프라인,"현금,현물",강원도,철원군,무관,"농업, 임업 및 어업",0.0,0.0
317,419000000538,조사료 생산 기반 확충 지원,오프라인,"현금,현물/정보제공",강원도,원주시,무관,"농업, 임업 및 어업",0.0,0.0
318,419000000571,축산농가 도우미 지원,오프라인,"현금,현물",강원도,원주시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
319,419000000630,가축분뇨 악취저감 대응,오프라인,"현금,현물",강원도,원주시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
320,431000000368,벼 재배용 상토 등 영농자재 구입지원,오프라인,기타,강원도,화천군,무관,"농업, 임업 및 어업",0.0,0.0
321,435000000441,임대 농기계 수리운영비 지원,오프라인,"현금,현물",강원도,양양군,중소기업/소상공인,무관,0.0,0.0
322,435000000355,사회적기업 일자리 창출 지원,온라인,"현금,현물",강원도,양양군,중소기업/소상공인,무관,0.0,0.0
323,435000000311,농업용 면세유 구매비 지원,오프라인,"현금,현물",강원도,양양군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
326,425000000109,농산물 산지 유통저장시설 지원 사업,오프라인,"현금,현물",강원도,홍천군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
327,421000000586,환경개선부담금 감면 지원,오프라인,"현금,현물",강원도,동해시,무관,"전기, 가스, 증기 및 공기 조절 공급업/교육 서비스업",0.0,0.0
328,424000000247,귀농 농업창업 및 주택구입지원,오프라인,"현금,현물",강원도,삼척시,무관,"농업, 임업 및 어업/제조업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
329,432000000011,"인터넷 지방세 조회, 신고, 납부 서비스 지원",복합,"정보제공/민원,상담,법률",강원도,양구군,무관,"부동산업/전문, 과학 및 기술 서비스업",0.0,0.0
330,431000000036,농번기 야간민원실 운영,오프라인,"민원,상담,법률",강원도,화천군,무관,"농업, 임업 및 어업/전문, 과학 및 기술 서비스업",0.0,0.0
331,642000000001,특수 목적자금 지원,오프라인,"현금,현물",강원도,전체,중소기업/소상공인,"전문, 과학 및 기술 서비스업",0.0,0.0
332,425000000066,자활기금 융자 지원,오프라인,"현금,현물",강원도,홍천군,무관,부동산업/보건업 및 사회복지 서비스업,0.0,0.0
333,430000000028,농작물 병해충 예찰·방제 정보 알림,오프라인,정보제공,강원도,철원군,무관,"농업, 임업 및 어업/교육 서비스업",0.0,0.0
334,425000000097,친환경 농업 직접 지불제(친환경안전축산 직접지급),오프라인,"현금,현물",강원도,홍천군,무관,"농업, 임업 및 어업",0.0,0.0
335,425000000114,비닐하우스 현대화 지원 사업,오프라인,"현금,현물",강원도,홍천군,무관,"농업, 임업 및 어업",0.0,0.0
336,425000000130,상수도 요금감면,오프라인,기타,강원도,홍천군,무관,"수도, 하수 및 폐기물 처리, 원료 재생업/숙박 및 음식점업",0.0,0.0
337,425000000105,인삼포 해가림 자재 지원 사업,오프라인,"현금,현물",강원도,홍천군,중소기업/소상공인,무관,0.0,0.0
338,425000000095,친환경농자재 공급 지원,오프라인,"현금,현물",강원도,홍천군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
339,SD0000012752,소상공인 경영안정 융자금 이차보전 지원,오프라인,"현금,현물",강원도,전체,중소기업/소상공인,무관,0.0,0.0
341,418000000053,축산 전업농가 소독약품 지원,오프라인,"현금,현물",강원도,춘천시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
