기업체명,업력(월),기업규모,업종(대분류),지역(광역시도),지역(시군구)
웅산개발(주),83,소상공인,광업,부산광역시,사하구
(주)다도해운,281,소기업,광업,광주광역시,서구
에스지스틸(주),270,중소기업,도매 및 소매업,경기도,하남시
주식회사 동흥주택,160,중소기업,건설업,경상남도,거제시
(주)건풍윈이엔지,184,판단불가,건설업,경기도,파주시
(주)디오션씨앤씨,179,중소기업,부동산업,서울특별시,양천구
주식회사 캐스트이즈,259,중소기업,정보통신업,서울특별시,관악구
주식회사 미래산업개발,242,중소기업,건설업,경기도,평택시
농업회사법인(주)청림축산,197,중소기업,제조업,충청남도,당진군
(주)안동대마방직,274,중소기업,제조업,서울특별시,송파구
(주)조은빌,142,중소기업,부동산업,부산광역시,연제구
(주)현광산업,237,중소기업,부동산업,서울특별시,중구
(주)신내뉴스터디,95,중기업,교육 서비스업,서울특별시,강남구
(주)디디오넷,249,판단불가,정보통신업,서울특별시,강남구
(주)하이컨시,71,중기업,교육 서비스업,서울특별시,강남구
헌인빌리지제이차(주),136,중소기업,금융 및 보험업,서울특별시,중구
(주)와이엠건설,198,중소기업,건설업,대구광역시,북구
서울광학산업(주),577,판단불가,제조업,충청북도,음성군
(주)보창산업,307,중기업,광업,충청남도,보령시
(주)마일즈스톤인베스트먼트,73,중소기업,"전문, 과학 및 기술 서비스업",충청남도,천안시
주식회사 세진글라스,160,중소기업,제조업,울산광역시,북구
(주)멀티캠퍼스,257,대기업,교육 서비스업,서울특별시,강남구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)세경,207,중소기업,건설업,경상남도,창원시
토피아에듀케이션(주),234,중소기업,교육 서비스업,경기도,성남시
(주)씨엔에이,253,중소기업,제조업,경기도,화성시
(주)에스티씨,260,중소기업,제조업,경기도,수원시
(주)지평,166,중소기업,부동산업,충청남도,아산시
(주)인도건설,208,중소기업,건설업,경기도,이천시
(주)용준,28,소상공인,도매 및 소매업,광주광역시,서구
(주)에이브이씨파트너스,190,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
데이타네트시스템(주),321,중소기업,제조업,서울특별시,서초구
주식회사 상풍,348,중소기업,제조업,경상남도,통영시
문경에스코(주),157,중견기업,"수도, 하수 및 폐기물 처리, 원료 재생업",경상북도,문경시
(주)씽크테크,275,판단불가,도매 및 소매업,서울특별시,구로구
아이비케이옥터스녹색성장 사모투자전문회사,154,중소기업,금융 및 보험업,서울특별시,중구
(주)대창엔지니어링,168,중소기업,제조업,경기도,파주시
디엔에이 서울 주식회사,126,중소기업,도매 및 소매업,서울특별시,강남구
웅진금융제이유한회사,138,중소기업,금융 및 보험업,서울특별시,중구
동명회계법인,292,중소기업,"전문, 과학 및 기술 서비스업",광주광역시,서구
(주)가하컨설팅,406,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,구로구
중국왕부정개발 주식회사,176,판단불가,부동산업,서울특별시,종로구
주식회사 한대,505,판단불가,도매 및 소매업,대구광역시,중구
(주)삼명금속,315,중소기업,제조업,경상북도,포항시
(주)도시와풍경,140,중소기업,부동산업,대구광역시,수성구
성경개발(주),228,소상공인,광업,서울특별시,도봉구
(주)한국우드워드,330,중소기업,도매 및 소매업,서울특별시,종로구
(주)넥스트벤처투자,253,중소기업,금융 및 보험업,서울특별시,강남구
경원물산 주식회사,376,중소기업,제조업,인천광역시,중구
신영개발(주),154,판단불가,부동산업,경기도,김포시
한국콘트롤공업주식회사,406,중소기업,제조업,경기도,평택시
테크니콤,236,중소기업,제조업,경기도,안산시
피델리 주식회사,85,중소기업,운수 및 창고업,경기도,고양시
(주)대해엔지니어링,482,중기업,광업,경기도,성남시
대봉산업(주),100,중기업,부동산업,경상북도,경주시
삼능산업(주),766,소상공인,운수 및 창고업,강원도,원주시
(주)남양통상,342,소상공인,제조업,서울특별시,중랑구
(주)엔엠씨,55,소상공인,제조업,경상남도,양산시
주식회사 능인,214,중소기업,부동산업,경상남도,합천군
주식회사팬트론,275,중소기업,제조업,경기도,여주군
새섬산업,153,중소기업,부동산업,서울특별시,중구
(주)선재향,325,중소기업,부동산업,서울특별시,성동구
주식회사 하늘사랑,272,판단불가,정보통신업,서울특별시,관악구
한국관광공사,714,판단불가,"공공 행정, 국방 및 사회보장 행정",서울특별시,중구
(주)연호상사,415,중소기업,도매 및 소매업,서울특별시,강남구
(주)한양솔라파크,173,중소기업,"전기, 가스, 증기 및 공기 조절 공급업",전라북도,정읍시
(주)앱스코,187,중소기업,제조업,충청북도,괴산군
운양제일차 주식회사,161,중소기업,금융 및 보험업,서울특별시,중구
웅진루카스투자자문(주),164,중소기업,금융 및 보험업,서울특별시,중구
(주)진호,319,중소기업,제조업,경기도,하남시
학교법인영남학원,919,기타,교육 서비스업,대구광역시,남구
주식회사 피에스엠,252,판단불가,제조업,경기도,성남시
금화도시개발 주식회사,298,판단불가,부동산업,경기도,안성시
동양건설(주),390,중소기업,건설업,충청북도,청주시
한국호세코주식회사,603,중소기업,제조업,경기도,부천시
케이비물산(주),578,중소기업,제조업,전라북도,익산시
(주)거성,342,중소기업,제조업,경상남도,사천시
(주)이랜드인재원,55,중견기업,교육 서비스업,서울특별시,금천구
강산종합건설(주),322,중소기업,부동산업,울산광역시,울주군
주식회사 노블레스산업,172,중소기업,건설업,전라북도,전주시
(주)유피교육,267,중소기업,교육 서비스업,부산광역시,동구
리치알이에스 주식회사,242,중소기업,부동산업,서울특별시,마포구
(주)청산학원,360,중기업,교육 서비스업,서울특별시,강서구
성진이앤티(주),356,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,송파구
컨티넨탈인베스트먼트(주),178,중소기업,부동산업,서울특별시,강남구
대교회계법인,86,중소기업,"전문, 과학 및 기술 서비스업",경기도,수원시
한국전파진흥원,380,판단불가,"전문, 과학 및 기술 서비스업",서울특별시,송파구
(주)유상,385,중소기업,운수 및 창고업,경기도,용인시
주식회사한승,375,중소기업,제조업,경상북도,김천시
한국관광공사,714,판단제외,"공공 행정, 국방 및 사회보장 행정",강원도,원주시
(주)사보이투자개발,1046,중소기업,금융 및 보험업,서울특별시,중구
(주)스타다스트,411,중소기업,부동산업,서울특별시,강남구
대성교육출판(주),382,중기업,정보통신업,서울특별시,서초구
(주)지오에셋대부,128,중소기업,금융 및 보험업,서울특별시,서초구
세영선박주식회사,173,중소기업,부동산업,부산광역시,동구
(주)한국시바우라메카트로닉스,277,중소기업,도매 및 소매업,경기도,평택시
데코씨엔에스(주),274,중소기업,건설업,서울특별시,서초구
조양종합금속(주),378,중소기업,도매 및 소매업,서울특별시,금천구
주식회사 에이텐홀딩스,314,중소기업,부동산업,서울특별시,강남구
메릴린치증권 서울지점,356,대기업,금융 및 보험업,서울특별시,중구
(주)제세엔지니어링,180,중소기업,건설업,서울특별시,서초구
지앤씨 유한회사,297,중소기업,제조업,광주광역시,광산구
에너지관리공단,499,기타,"전문, 과학 및 기술 서비스업",경기도,용인시
(주)세일화섬,304,중소기업,제조업,대구광역시,서구
(주)에스앤텍,260,중소기업,제조업,충청남도,천안시
주식회사 국전,481,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,서초구
엔스텔정보통신(주),229,중소기업,제조업,경기도,성남시
우양개발주식회사,247,중소기업,부동산업,서울특별시,강남구
주식회사 중부트레이딩,169,중소기업,도매 및 소매업,경기도,용인시
(주)로그온,265,중소기업,정보통신업,서울특별시,성북구
(주)아이지엠세계경영연구원,184,중기업,교육 서비스업,서울특별시,중구
달성맑은물길(주),110,중견기업,"수도, 하수 및 폐기물 처리, 원료 재생업",대전광역시,동구
주식회사 시스포유,185,중소기업,정보통신업,서울특별시,강남구
우양개발주식회사,146,판단불가,건설업,충청북도,청주시
(주)오케이코리아이십일,256,중소기업,정보통신업,서울특별시,강남구
(주)한실흥산,383,판단불가,제조업,서울특별시,강남구
(주)디앤아이,243,중소기업,제조업,경기도,안산시
근남테크(주),285,중소기업,정보통신업,서울특별시,구로구
(주)황등산업,242,소기업,건설업,경기도,안산시
(주)정일기업,191,중소기업,부동산업,경상북도,경주시
하이웨이브(주),277,중소기업,제조업,서울특별시,송파구
주식회사 남영건설,205,중소기업,부동산업,부산광역시,부산진구
지에프아이코리아외국환중개(주),171,중소기업,금융 및 보험업,서울특별시,영등포구
(주)더에듀케이션,120,중기업,교육 서비스업,서울특별시,송파구
상인산업주식회사,357,중소기업,제조업,강원도,인제군
정릉새마을금고,510,기타,금융 및 보험업,서울특별시,성북구
토피아에듀케이션(주),233,중기업,교육 서비스업,경기도,성남시
한국케이디케이 주식회사,149,중소기업,제조업,충청북도,충주시
(주) 동산테크,301,중소기업,제조업,경기도,안산시
마이애셋사모기업인수증권투자회사디호,223,판단불가,금융 및 보험업,서울특별시,중구
주식회사하늘그린,151,중소기업,부동산업,제주특별자치도,제주시
주식회사 케이큐코리아,322,중소기업,부동산업,경기도,고양시
월스트리트인스티튜트코리아(주),237,중기업,교육 서비스업,서울특별시,종로구
주식회사 엠클래스컨벤션,133,판단불가,제조업,경기도,안양시
주식회사 자누스코리아,188,중소기업,제조업,인천광역시,서구
(주)티에스오비,165,중기업,교육 서비스업,서울특별시,강남구
주식회사홍명산업,232,중소기업,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도,파주시
홍익종합건설(주),365,중소기업,건설업,경기도,부천시
(주)토이소프트,276,중소기업,정보통신업,서울특별시,강남구
(주)디딤돌,240,판단불가,부동산업,경기도,여주군
(주)원천,388,중소기업,제조업,대구광역시,달서구
한효산업개발(주),121,중소기업,부동산업,경상남도,창원시
(주)비에프이앤디,177,중소기업,도매 및 소매업,경기도,구리시
(주)텔레포인트 인베스트먼트,242,중소기업,금융 및 보험업,서울특별시,중구
장수돌침대(주),226,중소기업,도매 및 소매업,서울특별시,강남구
(주)풍암오토프라자,231,중소기업,부동산업,광주광역시,서구
강북도시가스서비스(주),176,중견기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,은평구
토자이홀딩스 주식회사,277,중소기업,도매 및 소매업,서울특별시,강남구
동신종합건설(주),275,중소기업,건설업,서울특별시,강남구
애플투자증권(주),162,중소기업,금융 및 보험업,서울특별시,영등포구
남양정보기술 주식회사,309,중소기업,정보통신업,광주광역시,북구
에이치씨해운주식회사,186,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",부산광역시,중구
주식회사 리버빌,226,판단불가,제조업,강원도,인제군
세진산업개발(주),279,중기업,제조업,경기도,광주시
주식회사 성원레저,403,중소기업,"예술, 스포츠 및 여가관련 서비스업",경기도,파주시
(주)행복디자인,162,중소기업,부동산업,서울특별시,강남구
(주)원창산업,215,중소기업,제조업,부산광역시,사상구
동진강재(주),199,중소기업,제조업,경기도,안산시
주식회사 서진경금속,265,중소기업,제조업,경기도,시흥시
제이피모간 증권회사 서울지점,370,중소기업,금융 및 보험업,서울특별시,중구
신아기공주식회사,567,중소기업,제조업,충청남도,천안시
경인산업개발(주),159,소상공인,운수 및 창고업,강원도,양구군
씨에스엠주식회사,353,중소기업,도매 및 소매업,서울특별시,서초구
리소스뱅크(주),43,소기업,도매 및 소매업,부산광역시,강서구
(주)줌톤,226,중소기업,제조업,전라남도,순천시
(주)영우켐텍,441,중소기업,제조업,경기도,안산시
(주)앤재이전자,220,중소기업,제조업,서울특별시,송파구
(주)알엔에이,276,중소기업,정보통신업,경기도,용인시
워랜텍,252,중소기업,도매 및 소매업,서울특별시,종로구
(주)대호시리카,237,중기업,제조업,인천광역시,서구
(주)훼미리월드,252,중소기업,"협회 및 단체, 수리 및 기타 개인 서비스업",경기도,안양시
주식회사 라비채,393,중소기업,제조업,경상남도,김해시
(주)제이제이모터스,159,중소기업,도매 및 소매업,서울특별시,강남구
(주)비상엠러닝,254,중견기업,교육 서비스업,서울특별시,구로구
무한투자(주),310,중소기업,금융 및 보험업,서울특별시,서초구
(주)그린스코,340,중소기업,"수도, 하수 및 폐기물 처리, 원료 재생업",인천광역시,남동구
(주)부성자동차운전전문학원,278,소기업,교육 서비스업,경상남도,창원시
에이치에스제이차유동화전문유한회사,210,판단불가,금융 및 보험업,서울특별시,강남구
(주)연우와함께,154,중소기업,도매 및 소매업,서울특별시,종로구
(재단)행복한학교재단,134,중기업,교육 서비스업,서울특별시,서대문구
주식회사 윔스,255,중소기업,제조업,경상북도,영천시
위브서울숲제이차 주식회사,137,중소기업,금융 및 보험업,서울특별시,영등포구
신한렌탈캐피탈주식회사,310,중소기업,금융 및 보험업,서울특별시,중구
주식회사 이수씨엔피,186,중소기업,제조업,경기도,고양시
(주)와이비엠제이아이에스,140,중기업,교육 서비스업,서울특별시,종로구
주식회사 한일펠트,185,중소기업,제조업,경기도,광주시
그레이스콘티넨탈코리아 주식회사,230,중소기업,제조업,경기도,부천시
(주)해양목재,295,중소기업,제조업,인천광역시,남동구
트렌스월드로지스틱주식회사,347,중소기업,운수 및 창고업,서울특별시,강남구
(주)삼한강,447,중기업,광업,인천광역시,중구
(주)페넌트,211,중소기업,부동산업,서울특별시,강남구
법무법인 세종,295,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,중구
(주)영진주택,측정제한,중소기업,부동산업,부산광역시,동래구
산업기반신보제삼차유동화전문유한회사,106,중소기업,금융 및 보험업,서울특별시,중구
의왕밀레니엄디자인 파크,290,중소기업,부동산업,서울특별시,강남구
(주)호산에이스,234,중소기업,제조업,서울특별시,강동구
(주)알파코,204,중기업,교육 서비스업,서울특별시,영등포구
주식회사 초안산업개발,159,중소기업,부동산업,서울특별시,영등포구
(주)비씨에이캐나다,169,중소기업,교육 서비스업,서울특별시,서초구
경원경금속(주),259,중소기업,제조업,인천광역시,남동구
중앙산업(주),407,중소기업,제조업,경상북도,포항시
영화훼라이트(주),385,중소기업,제조업,경상북도,영천시
(주)동인디앤씨,168,중소기업,건설업,경기도,수원시
(주)야나두,163,대기업,정보통신업,서울특별시,강남구
주식회사 태광벤드,240,중소기업,도매 및 소매업,서울특별시,서초구
주식회사 아이엠씨,238,중소기업,정보통신업,부산광역시,영도구
에스케이하우징(주),255,중소기업,건설업,충청북도,청주시
위례정보통신(주),267,판단불가,정보통신업,서울특별시,송파
(주)금우기공,392,중소기업,제조업,경상남도,진주시
(주)세원리테크,267,중소기업,제조업,인천광역시,남동구
(주)세기인터내셔널,151,중소기업,도매 및 소매업,서울특별시,마포구
(주)세기산업,292,중소기업,제조업,경상북도,김천시
(주)한국상재건업,329,판단불가,건설업,경기도,구리시
(주)피엔지플래닝,213,중소기업,부동산업,서울특별시,강남구
삼열물산주식회사,507,중소기업,도매 및 소매업,서울특별시,강남구
주식회사 조현,125,중소기업,제조업,경상남도,창녕군
유진자원,106,소상공인,도매 및 소매업,경기도,남양주시
(주)대창그린텍,295,판단불가,제조업,경상북도,경주시
(주)일진레이텍,486,판단불가,제조업,경기도,수원시
주식회사 보성,220,중소기업,"수도, 하수 및 폐기물 처리, 원료 재생업",강원도,춘천시
수공테크(주),313,중소기업,제조업,서울특별시,양천구
(주)청인에프엔에스,214,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,서초구
신한학원,684,기타,교육 서비스업,경기도,평택시
영락개발 주식회사,197,중소기업,부동산업,충청남도,천안시
(주)한서마이크론,267,중소기업,제조업,경기도,광주시
(주)원케미컬,292,중소기업,제조업,경기도,화성시
(주)쎄테콤모본,194,중소기업,도매 및 소매업,경기도,용인시
교하산업 주식회사,133,중소기업,부동산업,경기도,파주시
(주)임화금속,256,중소기업,제조업,경기도,화성시
"신당1,2,3동새마을금고",509,기타,금융 및 보험업,서울특별시,중구
주식회사 도남정공,256,중소기업,제조업,경기도,화성시
주식회사 보성설비,483,판단불가,건설업,대구광역시,남구
(주)그린페이퍼텍,261,판단불가,제조업,대전광역시,서구
주식회사 형우인터내셔날,350,중소기업,건설업,서울특별시,용산구
동원주택건설(주),261,중소기업,건설업,광주광역시,동구
(주)백송개발,204,중소기업,부동산업,제주특별자치도,제주시
(주)밀레니엄아이씨,263,중소기업,정보통신업,서울특별시,서초구
아이언컴(주),232,중소기업,부동산업,서울특별시,종로구
유리인덱스이백주식형펀드,242,중소기업,금융 및 보험업,경기도,파주시
(주)태창물산,379,중소기업,제조업,경기도,김포시
주식회사 리스탑,206,중소기업,부동산업,부산광역시,서구
지티산업 주식회사,131,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,영등포구
하이엔드타워팔차(주),148,중소기업,부동산업,서울특별시,구로구
디에스코텍주식회사,189,중소기업,제조업,충청남도,아산시
(주)태양정공,153,중소기업,제조업,인천광역시,남동구
(주)에이디에스 테크놀로지,262,판단불가,제조업,경기도,화성시
우리산업 주식회사,195,중소기업,도매 및 소매업,전라남도,순천시
주식회사 신흥캐피탈,576,중견기업,금융 및 보험업,서울특별시,중구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)문앤실버하우징,229,판단불가,도매 및 소매업,서울특별시,서초구
에이더블유엠 주식회사,130,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
(주)에어라인뉴스센터,291,중기업,교육 서비스업,서울특별시,서초구
(주)대신냉방,320,중소기업,제조업,경기도,안산시
동서흥산(주),592,중소기업,부동산업,서울특별시,동대문구
주식회사 태양중공업,121,중소기업,제조업,전라남도,목포시
주식회사이콘,153,중소기업,부동산업,서울특별시,서초구
아이비환경 주식회사,228,중소기업,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도,고양시
일우산업(주),429,중소기업,제조업,인천광역시,서구
주식회사엔티엔인터내셔널,199,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,마포구
삼호마린제이차주식회사,157,중소기업,금융 및 보험업,서울특별시,중구
주식회사 에이스앤와이대부,153,중소기업,금융 및 보험업,서울특별시,영등포구
(주)케이메이드,142,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
대부베이 주식회사,150,판단불가,금융 및 보험업,서울특별시,영등포구
(주)미로비젼,284,중소기업,정보통신업,서울특별시,종로구
주식회사 백현건설,353,중소기업,부동산업,서울특별시,송파
엠씨에이포유(주),147,중소기업,금융 및 보험업,서울특별시,송파구
주식회사 오소코,162,중소기업,도매 및 소매업,서울특별시,중구
춘강문화장학재단,457,판단불가,교육 서비스업,경상북도,경산시
(주)뻬띠앙뜨,352,중소기업,제조업,서울특별시,강남구
(주)에이치제이스틸,223,중소기업,제조업,대구광역시,달서구
다남매산업 주식회사,715,중소기업,부동산업,서울특별시,성동구
주식회사휴먼메디텍,255,중소기업,제조업,서울특별시,금천구
주식회사 진일,469,중소기업,부동산업,대구광역시,수성구
(주)세종씨앤디,217,중소기업,건설업,부산광역시,연제구
나로산업개발 주식회사,138,중소기업,건설업,대구광역시,동구
(주)천호플랜트,327,중소기업,건설업,울산광역시,남구
(주)웰빙하우징,209,중소기업,부동산업,부산광역시,북구
티와이제십차 주식회사,162,중소기업,금융 및 보험업,서울특별시,중구
대성엠디아이(주),546,중기업,광업,서울특별시,종로구
동화실업(주),566,중소기업,운수 및 창고업,인천광역시,중구
(주)지산한길,179,중기업,교육 서비스업,광주광역시,북구
금성개발(주),347,중기업,제조업,충청북도,진천군
(주)동광화학,114,중소기업,제조업,부산광역시,사하구
(주)에스엠이,114,중소기업,부동산업,광주광역시,서구
에이플시스템즈(주),244,중소기업,정보통신업,서울특별시,금천구
샤크존주식회사,263,중소기업,"예술, 스포츠 및 여가관련 서비스업",대전광역시,서구
오엔씨네트웍스(주),259,판단불가,정보통신업,서울특별시,송파구
영보지류유통주식회사,433,중소기업,도매 및 소매업,서울특별시,중구
(주)이얼싼중국문화원,241,중기업,교육 서비스업,서울특별시,영등포구
(주)유진에너지,175,판단불가,"전기, 가스, 증기 및 공기 조절 공급업",경상북도,의성군
주식회사삶과흙,229,중소기업,부동산업,전라남도,담양군
함양산업(주),949,중소기업,제조업,경상남도,함양군
(주)아이유에스엔비,175,중소기업,"전기, 가스, 증기 및 공기 조절 공급업",서울특별시,구로구
오리온에셋 유한회사,226,중소기업,금융 및 보험업,서울특별시,영등포구
한라시멘트 주식회사,286,판단불가,제조업,강원도,강릉시
주식회사 우지,465,중소기업,제조업,경기도,안산시
주식회사한국수리미,237,중소기업,도매 및 소매업,부산광역시,기장군
(주)해피그린서비스,174,중견기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,동작구
(주)다음핑거터치,150,중소기업,정보통신업,서울특별시,강남구
나토상사(주),385,판단불가,제조업,경기도,양주군
주식회사 선그린,327,중소기업,제조업,경상북도,포항시
케이지미얀마(주),60,중기업,"사업시설 관리, 사업 지원 및 임대 서비스업",대구광역시,동구
(주)본인베스트먼트,104,중소기업,금융 및 보험업,서울특별시,서초구
(주)애니모비,191,중소기업,교육 서비스업,경기도,성남시
글로리아교육재단(주),191,중기업,교육 서비스업,서울특별시,동대문구
페이스튼국제학원(주),64,중기업,교육 서비스업,경기도,용인시
골든서퍼(주),37,소기업,교육 서비스업,서울특별시,종로구
(주)청전,458,중소기업,도매 및 소매업,광주광역시,동구
(주)협우,367,중소기업,제조업,인천광역시,남동구
(주)리즈건설,438,중소기업,부동산업,서울특별시,강남구
(주)비엥에트르,204,중소기업,부동산업,충청남도,천안시
공신세미콘닥터(주),431,중소기업,도매 및 소매업,서울특별시,영등포구
(주)라퀴진,272,중기업,교육 서비스업,서울특별시,용산구
기흥종합건설주식회사,363,판단불가,건설업,경기도,광주시
시흥유통관리주식회사,378,중소기업,부동산업,서울특별시,금천구
삼진프라스틱공업주식회사,468,중소기업,제조업,경기도,포천시
진성건설(주),267,중소기업,건설업,경상남도,김해시
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)디지털대성,255,중견기업,교육 서비스업,서울특별시,서초구
주식회사 블리스,143,중소기업,제조업,서울특별시,강동구
링크투자컨설팅 주식회사,136,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,금천구
(주)관선기공,286,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,서초구
(주)디쌤,276,중소기업,제조업,경기도,안양시
주식회사 케이투이,377,중소기업,제조업,서울특별시,성동구
(주)에치알파워,258,소상공인,교육 서비스업,서울특별시,은평구
주식회사 월드이벤트티브이,258,중소기업,정보통신업,경기도,고양시
주식회사 남일파이낸스,312,중소기업,금융 및 보험업,서울특별시,서초구
피델리(주),85,중기업,도매 및 소매업,경기도,김포시
(주)하이프런티어,215,소상공인,교육 서비스업,서울특별시,성동구
디와이장전3유동화전문유한회사,107,중소기업,금융 및 보험업,서울특별시,영등포구
(주)한림토건,140,중견기업,건설업,경상남도,창원시
(주)화성관리공사,335,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,중구
(주) 대도산업개발,337,중소기업,부동산업,서울특별시,강남구
(주)옥시,384,판단불가,제조업,서울특별시,강남구
한국신영주식회사,597,중소기업,제조업,경상북도,구미시
화성건설주식회사,235,중소기업,건설업,인천광역시,남동구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)하임공영,231,중소기업,부동산업,서울특별시,강남구
(주)정자스타,192,중소기업,부동산업,경기도,용인시
정의개발 주식회사,312,중소기업,건설업,충청남도,천안시
에스티비건설(주),237,중소기업,부동산업,서울특별시,강남구
구로신용협동조합,585,기타,금융 및 보험업,서울특별시,구로구
(주)경,228,중소기업,"예술, 스포츠 및 여가관련 서비스업",경상남도,김해시
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
조양개발 주식회사,268,중소기업,부동산업,경상남도,창원시
부산시약사신용협동조합,484,기타,금융 및 보험업,부산광역시,수영구
그레이월드와이드코리아(주),256,판단불가,"전문, 과학 및 기술 서비스업",서울특별시,강남구
(주)정원개발,229,중기업,교육 서비스업,울산광역시,북구
백암교육재단,595,기타,교육 서비스업,경상북도,안동시
주식회사오담문화기획,348,중소기업,건설업,경기도,수원시
트루프렌드대양제삼차 유한회사,105,중소기업,금융 및 보험업,서울특별시,영등포구
구민주식회사,180,중소기업,"협회 및 단체, 수리 및 기타 개인 서비스업",부산광역시,영도구
세나건설(주),250,중소기업,건설업,부산광역시,동래구
주식회사 우주엔비텍,202,중소기업,"예술, 스포츠 및 여가관련 서비스업",대구광역시,달서구
(주)클립컴,256,중소기업,제조업,서울특별시,강남구
주식회사 오복아미노,187,중소기업,제조업,경상남도,김해시
(주)예스카운티,182,중소기업,건설업,서울특별시,서초구
이카이스(주),113,중기업,교육 서비스업,서울특별시,강남구
(주)포스그린,139,중소기업,제조업,전라남도,광양시
(주)푸른신호등,170,중소기업,금융 및 보험업,서울특별시,영등포구
주식회사 부산2저축은행,266,판단불가,금융 및 보험업,부산광역시,북구
(주)MBC애드컴,566,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,마포구
삼우물류(주),308,중소기업,운수 및 창고업,경기도,이천시
(주)서강에스엘피개금,213,중기업,도매 및 소매업,부산광역시,부산진구
(주)휴넷,273,중기업,교육 서비스업,서울특별시,구로구
프리즘코리아(주),262,중소기업,제조업,경기도,용인시
리스코세스 주식회사,152,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,강남구
주식회사 가  야,542,중소기업,제조업,경상북도,김천시
(주)신덕개발,365,소기업,광업,충청남도,금산군
주식회사 선광하이텍,377,중소기업,제조업,인천광역시,남동구
(주)유한정밀,265,중소기업,제조업,경기도,평택시
만수새마을금고,496,판단불가,금융 및 보험업,인천광역시,남동구
주식회사규형디엔씨,252,중소기업,부동산업,충청북도,청주시
아이비씨쥬얼리(주),296,중소기업,제조업,전라북도,남원시
(주)티디코,346,판단불가,도매 및 소매업,서울특별시,강남구
피씨아이(주),163,소상공인,금융 및 보험업,서울특별시,강남구
그리니치투자자문(주),215,중소기업,금융 및 보험업,서울특별시,중구
대원엔지니어링주식회사,436,중소기업,제조업,경상북도,고령군
호법강남대성기숙학원(주),43,소기업,교육 서비스업,경기도,이천시
한둘,153,중소기업,제조업,경기도,여주군
(주)승일테크,226,판단불가,도매 및 소매업,서울특별시,금천구
(주)에이치씨테크,163,중소기업,제조업,경상남도,창원시
경원엔터프라이즈(주),380,중소기업,제조업,서울특별시,강남구
주식회사 나래윈,213,중소기업,제조업,경기도,화성시
주식회사 에스케이에프,243,중소기업,제조업,경기도,평택시
서주글로벌(주),268,중소기업,도매 및 소매업,서울특별시,영등포구
리펄스아이비 주식회사,177,중소기업,금융 및 보험업,대전광역시,중구
(주)세양21세기,297,중소기업,부동산업,서울특별시,서초구
(주)한샘아카데미,152,중기업,교육 서비스업,경기도,가평군
(주)유피아이,289,중소기업,제조업,경기도,시흥시
멀티플렉스시리즈제사차 유한회사,116,중소기업,금융 및 보험업,서울특별시,영등포구
대영설비주식회사,522,판단불가,건설업,서울특별시,종로구
서진주택건설주식회사,387,중소기업,건설업,제주특별자치도,제주시
주식회사 홍부기업,326,중소기업,건설업,서울특별시,서초구
(주)한서,179,중소기업,부동산업,경상남도,산청군
(주)아트랑,270,중소기업,제조업,서울특별시,중랑구
(주)랜드프로,95,중기업,교육 서비스업,서울특별시,서초구
(주)대산,285,중소기업,운수 및 창고업,울산광역시,북구
(주)정일엔지니어링종합건축사사무소,535,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,용산구
(주)동아종합인쇄,339,중소기업,제조업,서울특별시,종로구
트루프렌드대양제오차 유한회사,76,판단불가,금융 및 보험업,서울특별시,영등포구
한국머스크브로커 (주),327,중소기업,운수 및 창고업,서울특별시,종로구
(주)첨단엔프라,293,중소기업,제조업,경기도,화성시
(주)한솔교육,367,중견기업,교육 서비스업,서울특별시,마포구
(주)이숙,150,중소기업,부동산업,경기도,안산시
대한정밀주식회사,414,판단불가,제조업,충청남도,천안시
삼성자산운용 (주),285,대기업,금융 및 보험업,서울특별시,서초구
트루프랜드대송제삼차 유한회사,87,중소기업,금융 및 보험업,서울특별시,영등포구
